"FID_DeerRa","COUNTY_NAM","Shape_Leng","Shape_Area","FID_dmu_19","UNIT_ID","DMUArea","AREA_SQM"
10,"Clark",7400022.9875,1936691874.9,72,"57B",1204.39177832,115.847030763
10,"Clark",7400022.9875,1936691874.9,75,"59C",2211.31684174,3.11003171125
10,"Clark",7400022.9875,1936691874.9,76,"55",1753.38664049,177.895478108
10,"Clark",7400022.9875,1936691874.9,79,"56",954.930937222,3.73219765249
11,"Columbia",5205603.56722,961401294.363,88,"67A",1247.28445156,43.798224408
11,"Columbia",5205603.56722,961401294.363,89,"67B",798.616288463,21.1080886488
11,"Columbia",5205603.56722,961401294.363,92,"68",3086.92852114,0.737876620352
11,"Columbia",5205603.56722,961401294.363,94,"54B",1559.8047034,0.000683002254044
11,"Columbia",5205603.56722,961401294.363,96,"54C",369.123232287,1.78803674198
11,"Columbia",5205603.56722,961401294.363,98,"70E",266.272344056,55.3684915645
11,"Columbia",5205603.56722,961401294.363,100,"70B",1000.4761196,128.052323663
11,"Columbia",5205603.56722,961401294.363,101,"70G",918.645928371,120.330127193
11,"Columbia",5205603.56722,961401294.363,105,"76A",2412.79764717,0.00386311203651
11,"Columbia",5205603.56722,961401294.363,107,"76",2597.00436147,0.0114000157494
12,"Crawford",4323581.91309,1178814390.46,95,"74A",855.810395104,0.00176846941441
12,"Crawford",4323581.91309,1178814390.46,99,"71",2311.26693772,57.7091301414
12,"Crawford",4323581.91309,1178814390.46,102,"74B",1553.92140415,397.421498408
12,"Crawford",4323581.91309,1178814390.46,110,"73",1012.36119778,0.0103837192707
13,"Dane",7672068.87601,1110436976.41,100,"70B",1000.4761196,0.0363062324702
13,"Dane",7672068.87601,1110436976.41,101,"70G",918.645928371,0.0120365561773
13,"Dane",7672068.87601,1110436976.41,103,"70",1067.61090307,0.361290915523
13,"Dane",7672068.87601,1110436976.41,105,"76A",2412.79764717,25.1131607628
13,"Dane",7672068.87601,1110436976.41,107,"76",2597.00436147,292.724929391
13,"Dane",7672068.87601,1110436976.41,108,"70A",734.447246211,56.0034408808
13,"Dane",7672068.87601,1110436976.41,112,"70D",5.28208679612,0.251195619649
13,"Dane",7672068.87601,1110436976.41,113,"75",2397.5947576,14.9415918571
13,"Dane",7672068.87601,1110436976.41,115,"75A",1926.06442675,39.2754349332
13,"Dane",7672068.87601,1110436976.41,118,"77A",1923.11837472,0.0227262710047
14,"Dodge",6231246.19328,706440860.039,92,"68",3086.92852114,172.69530352
14,"Dodge",6231246.19328,706440860.039,93,"69",3597.13278594,8.37776394289
14,"Dodge",6231246.19328,706440860.039,101,"70G",918.645928371,1.41187086249
14,"Dodge",6231246.19328,706440860.039,105,"76A",2412.79764717,74.0604440888
14,"Dodge",6231246.19328,706440860.039,106,"77C",2026.77892491,16.2129584612
15,"Door",3308852.06434,704952419.247,45,"81",66.2692067073,17.9658303652
15,"Door",3308852.06434,704952419.247,52,"80",2137.64614009,249.905970066
15,"Door",3308852.06434,704952419.247,54,"82",12.1532791017,3.85180901219
16,"Douglas",4119664.31782,3206691724.77,3,"2",1437.67489752,330.576991596
16,"Douglas",4119664.31782,3206691724.77,4,"1",606.142375805,193.201965969
16,"Douglas",4119664.31782,3206691724.77,8,"4",926.687620268,348.508647462
16,"Douglas",4119664.31782,3206691724.77,11,"9",1199.53687631,165.671585152
16,"Douglas",4119664.31782,3206691724.77,13,"8",1030.4053157,199.893637041
17,"Dunn",6808148.62895,1517064352.59,53,"22A",1307.10896819,227.803197485
17,"Dunn",6808148.62895,1517064352.59,62,"59B",2946.50526518,357.938623775
18,"Eau Claire",4677672.61021,1194005232.57,57,"59A",2186.80471766,174.307544502
18,"Eau Claire",4677672.61021,1194005232.57,62,"59B",2946.50526518,113.404750852
18,"Eau Claire",4677672.61021,1194005232.57,65,"58",1768.64937476,173.293720853
18,"Eau Claire",4677672.61021,1194005232.57,75,"59C",2211.31684174,0.00198145925396
19,"Florence",1179079.87719,1236024815.85,14,"35",1201.68665451,2.63744881918
19,"Florence",1179079.87719,1236024815.85,22,"40",873.046780226,275.679859017
19,"Florence",1179079.87719,1236024815.85,23,"50",906.695317623,189.852660452
19,"Florence",1179079.87719,1236024815.85,24,"39",1133.49465418,9.00776014611
20,"Fond du Lac",4028073.67362,555225933.561,82,"66",1547.06390509,3.39774730825
20,"Fond du Lac",4028073.67362,555225933.561,83,"W",534.17182822,0.194831369505
20,"Fond du Lac",4028073.67362,555225933.561,92,"68",3086.92852114,90.2285036257
20,"Fond du Lac",4028073.67362,555225933.561,93,"69",3597.13278594,120.552848893
21,"Forest",2193998.24874,2581276230.2,14,"35",1201.68665451,64.3110270154
21,"Forest",2193998.24874,2581276230.2,22,"40",873.046780226,52.1851416566
21,"Forest",2193998.24874,2581276230.2,23,"50",906.695317623,2.24336322584
21,"Forest",2193998.24874,2581276230.2,24,"39",1133.49465418,349.039148821
21,"Forest",2193998.24874,2581276230.2,26,"38",1136.48305865,58.4911371845
21,"Forest",2193998.24874,2581276230.2,36,"45",1582.86783408,217.993148591
21,"Forest",2193998.24874,2581276230.2,38,"44",1307.23712857,219.201967264
21,"Forest",2193998.24874,2581276230.2,40,"43",1280.41711988,33.1552993678
22,"Grant",7330495.82404,1417197915.3,99,"71",2311.26693772,1.05224288776
22,"Grant",7330495.82404,1417197915.3,102,"74B",1553.92140415,0.858937321016
22,"Grant",7330495.82404,1417197915.3,109,"73C",657.874199921,40.3231900507
22,"Grant",7330495.82404,1417197915.3,110,"73",1012.36119778,258.335524208
22,"Grant",7330495.82404,1417197915.3,113,"75",2397.5947576,2.12798416255
22,"Grant",7330495.82404,1417197915.3,114,"73A",17.1597773214,5.65346029252
22,"Grant",7330495.82404,1417197915.3,116,"73B",1823.59996337,238.693036111
23,"Green",4210861.5439,465816991.01,107,"76",2597.00436147,6.22286032103
23,"Green",4210861.5439,465816991.01,113,"75",2397.5947576,1.21879898836
23,"Green",4210861.5439,465816991.01,115,"75A",1926.06442675,172.393445372
23,"Green",4210861.5439,465816991.01,118,"77A",1923.11837472,0.0176934260826
24,"Green Lake",2457695.77764,463844185.776,82,"66",1547.06390509,6.64605514996
24,"Green Lake",2457695.77764,463844185.776,88,"67A",1247.28445156,25.9115851738
24,"Green Lake",2457695.77764,463844185.776,89,"67B",798.616288463,118.160060494
24,"Green Lake",2457695.77764,463844185.776,92,"68",3086.92852114,28.1542507705
24,"Green Lake",2457695.77764,463844185.776,97,"W",20.7532140145,0.219289790068
25,"Iowa",4841882.92368,1081753364.26,99,"71",2311.26693772,0.456072769492
25,"Iowa",4841882.92368,1081753364.26,103,"70",1067.61090307,0.87837112688
25,"Iowa",4841882.92368,1081753364.26,108,"70A",734.447246211,162.609866451
25,"Iowa",4841882.92368,1081753364.26,109,"73C",657.874199921,136.902073665
25,"Iowa",4841882.92368,1081753364.26,111,"70C",21.2821812074,7.02720601574
25,"Iowa",4841882.92368,1081753364.26,112,"70D",5.28208679612,1.75453179993
25,"Iowa",4841882.92368,1081753364.26,113,"75",2397.5947576,107.212638243
25,"Iowa",4841882.92368,1081753364.26,115,"75A",1926.06442675,0.826548937717
26,"Iron",2825891.1826,1922288339.91,5,"7",734.792896743,39.1888713445
26,"Iron",2825891.1826,1922288339.91,9,"28",1655.30029938,416.235079872
26,"Iron",2825891.1826,1922288339.91,10,"34",793.476156538,118.828054791
26,"Iron",2825891.1826,1922288339.91,15,"29A",709.484827938,102.210113489
26,"Iron",2825891.1826,1922288339.91,17,"29B",726.677942878,65.673342138
27,"Jackson",5655543.20064,2142628047.74,65,"58",1768.64937476,6.49231441442
27,"Jackson",5655543.20064,2142628047.74,75,"59C",2211.31684174,358.461996373
27,"Jackson",5655543.20064,2142628047.74,76,"55",1753.38664049,432.454759872
27,"Jackson",5655543.20064,2142628047.74,79,"56",954.930937222,4.00698663386
27,"Jackson",5655543.20064,2142628047.74,84,"72",1953.57034978,16.4015539161
27,"Jackson",5655543.20064,2142628047.74,85,"MCC",241.746596521,0.00723455027857
27,"Jackson",5655543.20064,2142628047.74,86,"59D",1420.41947936,9.44846853469
28,"Jefferson",4010785.71735,509722373.974,105,"76A",2412.79764717,179.621154644
28,"Jefferson",4010785.71735,509722373.974,106,"77C",2026.77892491,17.1837541897
29,"Juneau",4831294.60116,1585248608.13,76,"55",1753.38664049,0.338833681292
29,"Juneau",4831294.60116,1585248608.13,79,"56",954.930937222,137.210511668
29,"Juneau",4831294.60116,1585248608.13,81,"53",1640.73778259,80.7212534068
29,"Juneau",4831294.60116,1585248608.13,84,"72",1953.57034978,2.3237431508
29,"Juneau",4831294.60116,1585248608.13,90,"54A",1649.17074422,162.439204595
29,"Juneau",4831294.60116,1585248608.13,94,"54B",1559.8047034,222.80062467
29,"Juneau",4831294.60116,1585248608.13,96,"54C",369.123232287,0.0029426178708
29,"Juneau",4831294.60116,1585248608.13,99,"71",2311.26693772,6.23079571362
30,"Kenosha",2359727.36863,239856410.978,117,"77B",3763.63375833,92.5988070935
31,"Kewaunee",1863445.69931,252609333.577,52,"80",2137.64614009,97.5226103239
31,"Kewaunee",1863445.69931,252609333.577,80,"64",3059.89018818,0.00604904130644
32,"La Crosse",3322902.69147,828893532.641,73,"61",3467.52755443,28.1302187519
32,"La Crosse",3322902.69147,828893532.641,75,"59C",2211.31684174,0.0245274133436
32,"La Crosse",3322902.69147,828893532.641,86,"59D",1420.41947936,277.426792903
32,"La Crosse",3322902.69147,828893532.641,95,"74A",855.810395104,14.4560360393
32,"La Crosse",3322902.69147,828893532.641,119,"59D",1.83590655814e-05,7.08847484777e-06
33,"Lafayette",3500284.06488,378645469.022,113,"75",2397.5947576,116.45716262
33,"Lafayette",3500284.06488,378645469.022,115,"75A",1926.06442675,29.7386703119
34,"Langlade",3389521.25713,1938853341.63,26,"38",1136.48305865,4.27265994746
34,"Langlade",3389521.25713,1938853341.63,38,"44",1307.23712857,117.518625817
34,"Langlade",3389521.25713,1938853341.63,39,"52",910.881491457,2.88321619259
34,"Langlade",3389521.25713,1938853341.63,40,"43",1280.41711988,334.488713553
34,"Langlade",3389521.25713,1938853341.63,44,"42",969.104024869,245.818774044
34,"Langlade",3389521.25713,1938853341.63,55,"46",1110.33387044,31.7251364035
34,"Langlade",3389521.25713,1938853341.63,61,"48",947.656065342,0.0697576349716
34,"Langlade",3389521.25713,1938853341.63,63,"47",902.701983194,11.8185768065
35,"Lincoln",4615080.92723,2064074468.11,25,"31",1173.63054125,6.56104800221
35,"Lincoln",4615080.92723,2064074468.11,26,"38",1136.48305865,3.28860818045
35,"Lincoln",4615080.92723,2064074468.11,31,"37",706.69907624,1.95212998601
35,"Lincoln",4615080.92723,2064074468.11,39,"52",910.881491457,279.716720339
35,"Lincoln",4615080.92723,2064074468.11,41,"32",1342.30749354,363.245224155
35,"Lincoln",4615080.92723,2064074468.11,44,"42",969.104024869,71.650590018
35,"Lincoln",4615080.92723,2064074468.11,55,"46",1110.33387044,27.8952879996
35,"Lincoln",4615080.92723,2064074468.11,56,"33",1257.65925918,42.6339989515
36,"Manitowoc",3186175.35096,453269292.947,52,"80",2137.64614009,2.05298627229e-05
36,"Manitowoc",3186175.35096,453269292.947,80,"64",3059.89018818,156.719869383
36,"Manitowoc",3186175.35096,453269292.947,93,"69",3597.13278594,18.2882790601
37,"Marathon",10649952.693,2589955491.1,55,"46",1110.33387044,245.996297343
37,"Marathon",10649952.693,2589955491.1,56,"33",1257.65925918,204.363629767
37,"Marathon",10649952.693,2589955491.1,59,"27",1269.20931277,1.21936923552
37,"Marathon",10649952.693,2589955491.1,64,"57A",817.493801084,137.456310265
37,"Marathon",10649952.693,2589955491.1,66,"57",1038.48827101,158.961815326
37,"Marathon",10649952.693,2589955491.1,68,"62A",1356.23520943,235.483751674
37,"Marathon",10649952.693,2589955491.1,70,"62B",1348.79698079,7.80795458594
37,"Marathon",10649952.693,2589955491.1,72,"57B",1204.39177832,8.69827757649
38,"Marinette",5587437.53629,3281323365.75,23,"50",906.695317623,141.975011076
38,"Marinette",5587437.53629,3281323365.75,33,"41",536.68608007,194.64331023
38,"Marinette",5587437.53629,3281323365.75,36,"45",1582.86783408,339.942893762
38,"Marinette",5587437.53629,3281323365.75,47,"49B",568.227328301,181.250783288
38,"Marinette",5587437.53629,3281323365.75,49,"51A",664.17214363,220.318865525
38,"Marinette",5587437.53629,3281323365.75,50,"49A",638.868658304,63.0244895241
38,"Marinette",5587437.53629,3281323365.75,54,"82",12.1532791017,0.112523318774
38,"Marinette",5587437.53629,3281323365.75,60,"51B",1568.84086163,125.590347722
39,"Marquette",3507933.62712,887341298.242,88,"67A",1247.28445156,237.378436228
39,"Marquette",3507933.62712,887341298.242,89,"67B",798.616288463,12.4918589758
39,"Marquette",3507933.62712,887341298.242,90,"54A",1649.17074422,56.6889786928
39,"Marquette",3507933.62712,887341298.242,96,"54C",369.123232287,23.8647031968
39,"Marquette",3507933.62712,887341298.242,97,"W",20.7532140145,0.0053142305688
39,"Marquette",3507933.62712,887341298.242,98,"70E",266.272344056,12.1750993358
40,"Menominee",695650.87023,921163178.676,38,"44",1307.23712857,0.0795204023641
40,"Menominee",695650.87023,921163178.676,40,"43",1280.41711988,0.0508702175812
40,"Menominee",695650.87023,921163178.676,60,"51B",1568.84086163,0.0398299053431
40,"Menominee",695650.87023,921163178.676,61,"48",947.656065342,355.425741438
40,"Menominee",695650.87023,921163178.676,63,"47",902.701983194,0.0671297389225
41,"Milwaukee",2106461.55858,120047258.637,117,"77B",3763.63375833,46.3312325398
42,"Monroe",6734264.34182,1677921915.52,75,"59C",2211.31684174,30.6072211501
42,"Monroe",6734264.34182,1677921915.52,76,"55",1753.38664049,20.3957576423
42,"Monroe",6734264.34182,1677921915.52,79,"56",954.930937222,64.6736441194
42,"Monroe",6734264.34182,1677921915.52,84,"72",1953.57034978,328.778266284
42,"Monroe",6734264.34182,1677921915.52,85,"MCC",241.746596521,74.5701456272
42,"Monroe",6734264.34182,1677921915.52,86,"59D",1420.41947936,74.4696373935
42,"Monroe",6734264.34182,1677921915.52,90,"54A",1649.17074422,23.4216828203
42,"Monroe",6734264.34182,1677921915.52,94,"54B",1559.8047034,30.9329184932
43,"Oconto",5046603.89156,1941919568.71,36,"45",1582.86783408,34.7207209514
43,"Oconto",5046603.89156,1941919568.71,38,"44",1307.23712857,129.270065796
43,"Oconto",5046603.89156,1941919568.71,47,"49B",568.227328301,0.960004585779
43,"Oconto",5046603.89156,1941919568.71,50,"49A",638.868658304,171.936662181
43,"Oconto",5046603.89156,1941919568.71,60,"51B",1568.84086163,256.854548164
43,"Oconto",5046603.89156,1941919568.71,61,"48",947.656065342,0.031806653942
43,"Oconto",5046603.89156,1941919568.71,67,"63B",2207.50260528,155.983086486
44,"Oneida",6254359.27323,2778720456.66,17,"29B",726.677942878,5.34765503434
44,"Oneida",6254359.27323,2778720456.66,20,"36",858.210030993,83.8097528093
44,"Oneida",6254359.27323,2778720456.66,24,"39",1133.49465418,35.7688885683
44,"Oneida",6254359.27323,2778720456.66,25,"31",1173.63054125,334.970001303
44,"Oneida",6254359.27323,2778720456.66,26,"38",1136.48305865,308.845252296
44,"Oneida",6254359.27323,2778720456.66,31,"37",706.69907624,233.042478581
44,"Oneida",6254359.27323,2778720456.66,39,"52",910.881491457,20.9642223518
44,"Oneida",6254359.27323,2778720456.66,40,"43",1280.41711988,40.5010761927
44,"Oneida",6254359.27323,2778720456.66,41,"32",1342.30749354,0.0300434549281
44,"Oneida",6254359.27323,2778720456.66,44,"42",969.104024869,9.59059584891
45,"Outagamie",2684510.89655,499697447.526,67,"63B",2207.50260528,47.2495568884
45,"Outagamie",2684510.89655,499697447.526,71,"63A",1730.698554,133.709158025
45,"Outagamie",2684510.89655,499697447.526,80,"64",3059.89018818,1.63884858762
45,"Outagamie",2684510.89655,499697447.526,82,"66",1547.06390509,10.3366996314
46,"Ozaukee",2149756.2457,204223836.681,93,"69",3597.13278594,54.2359240854
46,"Ozaukee",2149756.2457,204223836.681,117,"77B",3763.63375833,23.9251463906
47,"Pepin",1944404.45707,427481267.544,62,"59B",2946.50526518,68.8792829379
47,"Pepin",1944404.45707,427481267.544,73,"61",3467.52755443,96.1721390735
48,"Pierce",4049747.78325,690865577.424,58,"60",1494.44295833,21.6724163066
48,"Pierce",4049747.78325,690865577.424,62,"59B",2946.50526518,47.9071474682
48,"Pierce",4049747.78325,690865577.424,69,"60A",1022.93501512,169.736443911
48,"Pierce",4049747.78325,690865577.424,73,"61",3467.52755443,27.428212006
49,"Polk",7287011.46781,1614238925.66,21,"10",1002.44037255,66.4419046304
49,"Polk",7287011.46781,1614238925.66,32,"15",1313.74466971,127.141267883
49,"Polk",7287011.46781,1614238925.66,34,"16",1274.72348162,245.048594071
49,"Polk",7287011.46781,1614238925.66,37,"22",1650.25675104,9.20391198186
49,"Polk",7287011.46781,1614238925.66,48,"21",1170.25382862,170.210428126
49,"Polk",7287011.46781,1614238925.66,53,"22A",1307.10896819,5.2150240257
50,"Portage",5406230.00507,1303221388.45,64,"57A",817.493801084,59.5349511656
50,"Portage",5406230.00507,1303221388.45,68,"62A",1356.23520943,157.459208316
50,"Portage",5406230.00507,1303221388.45,70,"62B",1348.79698079,7.07408846
50,"Portage",5406230.00507,1303221388.45,74,"57C",1139.39368842,154.922837099
50,"Portage",5406230.00507,1303221388.45,77,"65A",971.310369347,77.2656207725
50,"Portage",5406230.00507,1303221388.45,78,"65B",1345.84291751,46.9198573028
50,"Portage",5406230.00507,1303221388.45,81,"53",1640.73778259,2.80883832868e-05
51,"Price",4618946.88217,3106925681.22,15,"29A",709.484827938,97.4953955886
51,"Price",4618946.88217,3106925681.22,16,"14",884.553046983,82.5812007268
51,"Price",4618946.88217,3106925681.22,17,"29B",726.677942878,22.1623488528
51,"Price",4618946.88217,3106925681.22,25,"31",1173.63054125,65.0139417066
51,"Price",4618946.88217,3106925681.22,27,"30",866.138332427,314.571029302
51,"Price",4618946.88217,3106925681.22,28,"20",1036.4408793,284.834406366
51,"Price",4618946.88217,3106925681.22,41,"32",1342.30749354,37.4671393591
51,"Price",4618946.88217,3106925681.22,42,"25",1205.11712616,295.465250203
52,"Racine",2913642.71777,260183481.708,117,"77B",3763.63375833,100.431933194
53,"Richland",4712524.51269,1074686387.88,99,"71",2311.26693772,408.266540126
53,"Richland",4712524.51269,1074686387.88,103,"70",1067.61090307,6.67219408523
54,"Rock",3260329.86053,358363068.647,105,"76A",2412.79764717,19.6868643002
54,"Rock",3260329.86053,358363068.647,107,"76",2597.00436147,3.75837472038
54,"Rock",3260329.86053,358363068.647,115,"75A",1926.06442675,0.000814311486475
54,"Rock",3260329.86053,358363068.647,118,"77A",1923.11837472,114.918640034
55,"Rusk",4895060.75476,2119322516.38,28,"20",1036.4408793,15.1440757287
55,"Rusk",4895060.75476,2119322516.38,29,"19",1105.82059721,171.646938351
55,"Rusk",4895060.75476,2119322516.38,35,"18",1044.26905995,235.571727232
55,"Rusk",4895060.75476,2119322516.38,37,"22",1650.25675104,25.2239258726
55,"Rusk",4895060.75476,2119322516.38,42,"25",1205.11712616,61.8180120964
55,"Rusk",4895060.75476,2119322516.38,43,"24",881.9786563,128.397324691
55,"Rusk",4895060.75476,2119322516.38,46,"23",1348.68736074,180.472994355
56,"Saint Croix",4629241.32259,619399871.551,48,"21",1170.25382862,55.0648183251
56,"Saint Croix",4629241.32259,619399871.551,53,"22A",1307.10896819,21.3388723878
56,"Saint Croix",4629241.32259,619399871.551,58,"60",1494.44295833,140.968819194
56,"Saint Croix",4629241.32259,619399871.551,62,"59B",2946.50526518,21.7791175313
57,"Sauk",5922035.26223,1361274760.52,94,"54B",1559.8047034,134.419976888
57,"Sauk",5922035.26223,1361274760.52,99,"71",2311.26693772,41.446677465
57,"Sauk",5922035.26223,1361274760.52,100,"70B",1000.4761196,83.6641991087
57,"Sauk",5922035.26223,1361274760.52,103,"70",1067.61090307,265.250115679
57,"Sauk",5922035.26223,1361274760.52,104,"70F",2.1418252567,0.809936249744
57,"Sauk",5922035.26223,1361274760.52,108,"70A",734.447246211,0.000218039457206
58,"Sawyer",4646815.24369,3156908303.71,11,"9",1199.53687631,55.1872073318
58,"Sawyer",4646815.24369,3156908303.71,12,"13",2104.51452509,547.312743193
58,"Sawyer",4646815.24369,3156908303.71,16,"14",884.553046983,58.4164956443
58,"Sawyer",4646815.24369,3156908303.71,19,"12",753.793017929,27.7336637851
58,"Sawyer",4646815.24369,3156908303.71,28,"20",1036.4408793,77.8508823991
58,"Sawyer",4646815.24369,3156908303.71,29,"19",1105.82059721,230.936207229
58,"Sawyer",4646815.24369,3156908303.71,30,"17",740.779868186,88.4831132819
58,"Sawyer",4646815.24369,3156908303.71,35,"18",1044.26905995,132.061423324
58,"Sawyer",4646815.24369,3156908303.71,37,"22",1650.25675104,0.907374352476
59,"Shawano",5294438.30686,1501614997.32,55,"46",1110.33387044,15.111867454
59,"Shawano",5294438.30686,1501614997.32,60,"51B",1568.84086163,6.89330156888
59,"Shawano",5294438.30686,1501614997.32,61,"48",947.656065342,0.937549663284
59,"Shawano",5294438.30686,1501614997.32,63,"47",902.701983194,256.861349942
59,"Shawano",5294438.30686,1501614997.32,67,"63B",2207.50260528,46.4501471197
59,"Shawano",5294438.30686,1501614997.32,70,"62B",1348.79698079,177.232116808
59,"Shawano",5294438.30686,1501614997.32,71,"63A",1730.698554,76.2904592859
60,"Sheboygan",3922228.57466,494245396.181,93,"69",3597.13278594,190.810062917
61,"Taylor",5661805.97022,2107866915.02,41,"32",1342.30749354,86.2934332305
61,"Taylor",5661805.97022,2107866915.02,42,"25",1205.11712616,79.3042921635
61,"Taylor",5661805.97022,2107866915.02,43,"24",881.9786563,79.5633533709
61,"Taylor",5661805.97022,2107866915.02,51,"26",1132.29731866,390.89196247
61,"Taylor",5661805.97022,2107866915.02,56,"33",1257.65925918,29.2000739865
61,"Taylor",5661805.97022,2107866915.02,57,"59A",2186.80471766,46.6104500858
61,"Taylor",5661805.97022,2107866915.02,59,"27",1269.20931277,101.988400609
62,"Trempealeau",5289141.95847,1402558198.6,57,"59A",2186.80471766,14.9164488914
62,"Trempealeau",5289141.95847,1402558198.6,62,"59B",2946.50526518,0.942118063005
62,"Trempealeau",5289141.95847,1402558198.6,65,"58",1768.64937476,0.157434099868
62,"Trempealeau",5289141.95847,1402558198.6,73,"61",3467.52755443,286.172739505
62,"Trempealeau",5289141.95847,1402558198.6,75,"59C",2211.31684174,234.067057217
62,"Trempealeau",5289141.95847,1402558198.6,86,"59D",1420.41947936,0.00908756168916
62,"Trempealeau",5289141.95847,1402558198.6,87,"61B",19.395867739,2.90925753414
62,"Trempealeau",5289141.95847,1402558198.6,91,"61A",7.06780989455,2.35660515709
63,"Vernon",5654107.88684,1361968298.82,84,"72",1953.57034978,162.298372117
63,"Vernon",5654107.88684,1361968298.82,86,"59D",1420.41947936,25.2501434466
63,"Vernon",5654107.88684,1361968298.82,94,"54B",1559.8047034,0.383220022508
63,"Vernon",5654107.88684,1361968298.82,95,"74A",855.810395104,194.197970967
63,"Vernon",5654107.88684,1361968298.82,99,"71",2311.26693772,110.443045072
63,"Vernon",5654107.88684,1361968298.82,102,"74B",1553.92140415,33.2861484835
64,"Vilas",4760403.70715,2209790092.53,10,"34",793.476156538,143.262049502
64,"Vilas",4760403.70715,2209790092.53,14,"35",1201.68665451,342.03964055
64,"Vilas",4760403.70715,2209790092.53,17,"29B",726.677942878,140.16351412
