16124,17141,17235,18437,19620,22211,22974,23690,22944,20346,20689,19596,19621,20230,21272,20649,20799,19909,18000,17599,17654,16049,16783,17059,17441,18241,19348,19461,18744,18947
16177,17211,17046,18048,19651,22770,23233,23252,22548,20515,20952,19578,19593,20322,21232,20422,20646,20072,18415,17768,17199,15496,16960,17741,17653,17784,18954,19551,18989,19034
16476,17275,16642,18156,20368,22640,22255,23142,23407,20925,20648,19118,19228,20499,21937,20605,20116,19821,18486,17678,17449,16081,16761,16914,17553,18422,19292,19337,18629,18953
16385,17350,16954,18032,19894,22609,22710,23448,23194,20398,20496,19667,19679,20138,21400,20672,20514,20023,18337,17297,17377,16558,16952,16401,17336,18900,19473,18996,18546,19076
16604,17380,16829,17978,19826,22721,22935,23274,22961,20669,20599,19258,19713,20643,21348,20247,20456,20129,18525,17650,17152,15827,17115,17243,17243,18230,19578,19361,18364,18955
16190,16924,16995,18376,19865,22389,22844,23608,22955,20224,20741,19866,19528,19959,21442,20813,20530,19864,18296,17557,17487,16188,16694,16765,17759,18719,18984,18885,18938,19428
16600,17188,16658,18074,20115,22864,22753,23010,22905,20764,20750,19501,19781,20212,20880,20502,21167,20309,17963,17114,17264,16374,17415,16983,16844,18197,19787,19449,18366,19024
16376,17243,17034,18380,19750,22073,22875,24001,22993,19979,20793,19953,19289,19845,21745,21112,20434,19433,18012,17895,18035,16111,16219,16651,17876,18770,19230,19093,18587,19026
15673,17185,17763,18387,19279,22351,22996,23357,23142,20843,20502,19139,19628,20402,21431,20850,20612,19489,18113,17958,17589,15945,16885,16934,17297,18422,19404,19371,18934,18934
16162,17481,17414,18224,19255,22138,23319,23977,22816,20106,20591,19552,19773,20575,21235,20204,20717,20224,18045,17486,17787,16063,16501,17021,17690,18296,19284,19514,18658,18703
16497,16854,16708,18302,20091,22602,22635,23292,23236,20624,20355,19394,19934,20435,21167,20478,20567,19910,18471,17837,17225,15713,16925,17203,17580,18499,19174,18869,18681,19553
15656,17307,17530,18396,19697,22276,22558,23484,23464,20663,20331,19318,19684,20335,21466,20724,20461,19763,18400,17715,17227,15956,17176,17228,17209,17930,19289,19856,19100,18615
16096,17539,17183,18018,19767,22518,22665,23524,23439,20460,20115,19432,20060,20439,21140,20516,20634,19841,18266,17872,17521,15703,16677,17330,17706,18079,19088,19613,18889,18681
16949,17359,16652,18123,19865,22353,22861,23777,23210,20235,20191,19481,20151,20599,20977,20266,20792,20027,18121,17791,17648,15789,16657,17095,17458,18492,19700,19149,18013,19030
16508,17090,17183,18389,19356,22135,23286,23906,22846,20166,20557,19597,19763,20329,21324,20701,20579,19546,18161,18143,17732,15680,16539,16975,17573,18738,19541,18876,18299,19296
16181,17211,17131,18099,19775,22768,22787,23044,23127,20910,20552,19266,19678,20247,21301,20921,20707,19469,18115,18034,17553,15774,16849,17101,17408,18398,19365,19229,18719,19094
16654,16840,16608,18196,20084,22747,22783,23220,22965,20529,20660,19668,19717,20078,21213,20751,20688,19867,18275,17600,17382,16163,16880,16674,17509,18977,19320,18525,18509,19729
16538,17146,16606,18125,20264,22766,22496,23098,23218,20799,20545,19306,19685,20445,21333,20443,20525,20060,18481,17601,17120,15875,17162,17281,17299,18149,19374,19361,18600,19110
16691,17273,16379,17938,20456,23023,22472,22791,23006,21091,20920,19082,19353,20627,21401,20197,20822,20477,17898,17007,17791,16528,16596,16741,17664,18462,19218,19270,18581,19057
16314,17113,16878,17968,19890,23005,23006,23004,22650,20547,20993,19922,19518,19659,21214,21125,20768,19665,18322,17704,17100,15956,17293,17119,17207,18349,19332,19139,18762,19288
16218,16995,16741,18455,20352,22481,22361,23225,23174,20740,20813,19460,19399,20172,21359,20664,20861,20101,17949,17276,17571,16264,16933,17114,17402,17998,19203,19649,18911,18971
16379,17273,16987,18105,19815,22553,22782,23462,23231,20475,20271,19450,20092,20497,20880,20249,21034,20387,17888,17091,17739,16594,16669,16462,17540,18839,19356,18998,18585,19131
15824,17022,17205,18530,19960,22317,22562,23418,23178,20563,20687,19638,19537,19927,21266,21019,20922,19670,17884,17684,17650,15967,16857,17284,17477,17899,19078,19739,19159,18888
16246,16981,17066,18609,19847,22065,22712,23788,23208,20279,20426,19664,19919,20158,20896,20681,21251,19977,17542,17412,18016,16312,16581,16800,17488,18441,19398,19314,18651,19084
15809,17034,17511,18324,19329,22436,23288,23511,22653,20389,20929,19672,19370,20089,21651,20847,20232,19616,18664,17990,17104,15659,17026,17286,17544,18282,19023,19207,19113,19222
16697,16801,16385,18494,20467,22500,22430,23223,23087,20748,20792,19369,19516,20360,21255,20480,20875,20142,17998,17417,17544,16064,16913,17178,17380,18178,19398,19295,18510,19316
16247,17178,16942,18142,19927,22580,22717,23436,23205,20461,20378,19473,19893,20517,21224,20202,20512,20351,18513,17327,17200,16150,16925,16976,17629,18451,19050,19149,18886,19173
16443,17308,16836,18016,19988,22808,22762,23116,22962,20711,20813,19491,19410,20164,21579,20756,20336,19824,18636,17679,16934,15948,17425,17158,16991,18203,19627,19429,18504,18955
16196,17250,16953,18186,19909,22431,22811,23717,23014,20013,20607,20068,19732,19871,21253,20774,20591,19923,18410,17640,17259,15859,16912,17314,17644,18078,18996,19478,18961,18962
16414,17510,17009,17949,19599,22468,23173,23861,22810,19888,20604,19970,19816,20229,21238,20295,20510,20351,18487,17314,17280,16161,16831,16961,17637,18432,19194,19282,18646,18895
16699,17110,16572,18099,20175,22802,22674,23088,22992,20755,20772,19423,19513,20269,21397,20619,20590,19978,18327,17509,17267,16154,17122,16886,17189,18541,19597,19071,18360,19260
16317,16938,16843,18448,20179,22504,22490,23176,23105,20812,20889,19420,19263,20118,21530,20791,20726,20040,18023,17096,17487,16758,17139,16411,17035,18688,19634,19165,18587,19200
16535,17146,16572,17983,20069,22690,22895,23677,22932,19817,20422,20235,20184,20025,20817,20271,20705,20506,18658,17290,16910,15910,17053,17337,17773,18252,18826,19076,18897,19350
16066,17271,16995,18103,20122,22728,22393,23128,23394,20741,20472,19519,19642,20007,21333,20992,20741,19664,18034,17626,17643,16212,16741,16823,17586,18447,19103,19333,18982,18970
16497,17482,17047,17962,19651,22725,23009,23149,22881,20931,20842,19011,19284,20685,21795,20449,20219,19855,18469,17749,17362,16008,16983,16904,17179,18493,19747,19313,18282,18848
16572,17616,16744,17629,19930,22972,22886,23293,22941,20345,20659,19764,19645,20168,21409,20501,20416,20185,18504,17308,17287,16357,16843,16655,17602,18738,19242,19060,18566,18975
16831,16975,16510,18087,20086,22782,22799,23222,23012,20593,20557,19480,19790,20328,21236,20597,20600,19801,18314,17874,17476,15819,16687,16938,17668,18838,19311,18603,18369,19629
16674,17558,16576,17614,20060,23047,22779,23164,23115,20595,20403,19321,19852,20743,21441,20040,20080,20237,18990,17784,16927,15522,16896,17492,17806,18201,19002,19232,18647,19016
16117,16650,17128,18581,19767,22410,22843,23335,23103,20645,20407,19448,20042,20257,20839,20687,21048,19808,18042,17790,17401,15814,17038,17186,17348,18395,19275,18985,18849,19575
16048,17264,17194,18385,19788,22076,22663,24060,23402,19820,20147,20114,20097,19863,21026,20833,20741,19835,18279,17660,17346,15961,16945,17155,17479,18161,19185,19538,18908,18841
16473,17468,16785,18084,20097,22536,22610,23427,23045,20516,20928,19534,19090,20213,21938,20664,20180,19994,18453,17364,17382,16391,16934,16735,17325,18418,19499,19495,18508,18727
16289,17416,16833,17936,20179,22837,22396,23160,23468,20595,20206,19637,20073,20067,20927,20734,20901,19981,18213,17445,17220,16162,17217,17039,17197,18207,19389,19507,18740,18843
16392,17239,16972,18204,19879,22536,22736,23305,23105,20754,20691,19221,19389,20501,21719,20525,20236,19915,18547,17617,17213,16110,17108,16882,17179,18480,19601,19265,18479,19009
16340,16831,16857,18615,20090,22138,22507,23706,23333,20346,20412,19583,19785,20291,21198,20499,20816,20170,17997,17235,17685,16492,16700,16566,17554,18754,19271,18966,18701,19373
16143,16939,17080,18521,19855,22258,22740,23558,23108,20470,20616,19575,19636,20099,21243,20912,20907,19591,17782,17874,17964,15896,16427,17058,17779,18384,19089,19223,18876,19206
16526,16969,16947,18184,19647,22676,23192,23306,22674,20473,20786,19695,19774,20060,20986,20760,21020,19889,17958,17536,17548,16236,16937,16662,17276,18876,19577,18723,18399,19519
16661,17110,16606,18442,20280,22217,22316,23648,23561,20488,20203,19320,19847,20576,21382,20384,20407,19954,18498,17795,17240,15731,17036,17331,17278,18116,19567,19456,18366,18997
17099,17259,16352,17987,20130,22622,22790,23553,23060,20295,20474,19552,19835,20536,21292,20200,20464,20233,18446,17520,17413,16056,16707,16827,17599,18806,19500,18795,18087,19323
16656,17424,16589,17755,20102,23038,22809,23041,22832,20635,20946,19634,19300,20016,21665,20925,20328,19599,18458,17932,17374,15780,16787,17128,17617,18423,19248,19167,18537,19069
16211,16970,16999,18513,19941,22284,22743,23532,22947,20442,20889,19653,19384,20091,21381,20674,20843,20159,17919,17085,17645,16651,16899,16564,17309,18558,19409,19255,18728,19133
15981,17238,17536,18275,19275,22106,23061,24100,23308,19897,20040,19796,20096,20306,21359,20537,20159,19826,18794,17828,17160,15975,16818,16724,17673,18915,19132,18814,18855,19228
16509,17059,16623,18243,20200,22607,22627,23286,23039,20617,20736,19445,19519,20363,21443,20493,20505,20007,18383,17677,17338,15791,16866,17340,17594,18137,19157,19326,18707,19175
16228,16327,16763,18743,20224,22509,22523,22996,23117,21116,20737,18960,19449,20686,21559,20361,20333,19997,18633,17760,17033,15709,17127,17328,17503,18353,19024,18837,18993,19884
16346,17251,16820,18117,19979,22632,22785,23329,23032,20619,20599,19296,19677,20646,21411,20223,20361,20078,18614,17891,17176,15365,16864,17816,17737,17739,18968,19619,18877,18945
16361,17110,17022,18634,19894,21895,22582,23959,23416,20279,20248,19416,19942,20586,21060,20218,20985,20362,17780,17127,17872,16526,16670,16652,17373,18484,19570,19406,18473,18910
16748,17299,16469,17994,20280,22857,22635,23016,22882,20859,21066,19354,19124,20207,21679,20838,20623,19682,17907,17758,17958,16020,16398,16947,17736,18454,19308,19243,18435,19037
16713,17371,16715,17974,19928,22668,22864,23422,22980,20430,20650,19550,19594,20362,21508,20447,20298,20068,18644,17545,17084,16075,17150,16921,17209,18534,19635,19152,18276,19047
16251,16863,16907,18673,20028,22025,22574,23862,23329,20186,20296,19688,19991,20248,21017,20575,20869,19897,18076,17817,17581,15641,16706,17494,17684,17980,19073,19452,18866,19163
16273,16973,16921,18296,19872,22499,22895,23459,22889,20436,20802,19592,19443,20221,21579,20692,20363,19738,18412,17929,17501,15694,16549,17211,17947,18433,18867,19015,18934,19378
16605,17178,16952,18358,19816,22283,22699,23493,23299,20811,20460,18922,19500,20835,21742,20397,20244,19780,18327,17836,17642,16054,16684,16681,17349,18814,19752,19002,18175,19122
15995,17208,17238,18179,19625,22530,23053,23519,22813,20252,20759,19876,19671,19978,21177,20701,20790,20062,18184,17373,17388,16221,16939,16959,17517,18339,19092,19330,19007,19039
16383,17376,16787,17677,19955,23228,22924,22877,22826,20657,20710,19719,19818,19985,21016,20774,20826,19891,18320,17681,17177,15829,17084,17279,17478,18232,19134,19242,18810,19120
16188,17357,17246,18412,19605,22169,22999,23626,22812,20575,21008,19300,19173,20441,21648,20583,20690,19908,17813,17556,17965,16148,16581,17019,17420,18094,19521,19792,18578,18585
16416,17239,16897,17907,19872,22987,22828,22918,23067,20963,20535,19150,19735,20529,21347,20524,20459,19808,18502,17891,17215,15744,16988,17143,17445,18481,19317,19038,18624,19242
16543,17033,16374,18034,20483,22985,22524,23002,22928,20571,20894,19803,19495,19961,21342,20643,20528,20182,18629,17362,16850,15998,17349,17326,17369,18080,19096,19297,18843,19287
16479,17135,16832,18278,19973,22484,22760,23424,22986,20486,20798,19637,19392,20024,21600,20969,20388,19528,18452,17988,17231,15719,17116,17259,17202,18208,19556,19364,18481,19061
16095,16951,16786,18431,20422,22519,22164,23199,23440,20739,20595,19526,19468,19987,21448,20985,20712,19711,18023,17596,17652,16146,16718,16997,17668,18262,18962,19383,19095,19133
15962,16880,17022,18381,20008,22484,22655,23510,23124,20171,20533,20115,19862,19638,21001,21026,20911,19823,18162,17538,17343,16085,16944,17059,17647,18346,18844,19151,19229,19358
16154,16941,16963,18355,20031,22601,22645,23177,23033,20690,20820,19608,19416,19904,21426,21076,20696,19594,18135,17730,17448,16052,16984,16987,17368,18386,19260,19211,18868,19254
16076,17316,17009,18084,20023,22615,22480,23373,23494,20549,20127,19413,20078,20502,21069,20286,20684,20250,18318,17404,17387,16084,16775,17084,17757,18263,18900,19390,19071,18953
16441,17038,16636,18272,20342,22647,22433,23243,23139,20464,20719,19925,19633,19693,21078,20977,21039,20051,17987,17071,17304,16648,17348,16646,16951,18456,19610,19296,18586,19138
16160,17824,17059,17992,20080,22456,22333,23613,23522,20214,20350,19967,19724,19733,21296,21011,20700,19920,18252,17211,17146,16536,17509,16857,16712,17944,19833,20169,18572,18119
16178,17223,16929,18246,20070,22456,22518,23487,23319,20457,20429,19532,19732,20337,21353,20461,20513,20120,18410,17467,17292,16049,16926,17148,17561,18157,19090,19489,18927,18935
16326,17102,16896,18235,20010,22545,22622,23407,23237,20445,20431,19672,19841,20097,21158,20716,20723,19951,18274,17481,17287,16209,17084,16850,17294,18522,19386,19141,18679,19191
16683,16902,16485,18323,20366,22706,22455,22990,23151,20997,20699,19148,19561,20490,21290,20468,20785,20083,18099,17445,17446,16151,17030,16974,17229,18412,19553,19138,18417,19337
16426,16944,16689,18343,20251,22535,22401,23258,23371,20777,20457,19233,19631,20474,21465,20569,20502,19813,18232,17801,17644,15892,16530,17015,17834,18543,19039,18998,18776,19369
16523,17101,16826,18362,19933,22407,22843,23441,22898,20553,20805,19478,19573,20292,21176,20573,21009,20042,17780,17430,17784,16203,16782,16951,17321,18323,19572,19371,18422,19040
16738,16965,16807,18200,19650,22423,23160,23807,22958,19999,20236,19799,20328,20435,20757,20138,20822,20387,18355,17359,17307,16202,16850,16643,17551,19086,19400,18430,18327,19693
16362,17450,16966,17960,19833,22688,22812,23302,23087,20678,20601,19250,19551,20587,21565,20376,20363,20010,18371,17643,17537,16005,16623,16968,17711,18459,19191,19276,18676,18914
15868,17659,17354,17492,19490,23357,23209,22697,22647,20933,20938,19434,19447,20122,21469,20872,20458,19625,18472,17952,17239,15669,16912,17349,17677,18130,18889,19464,19178,18811
15811,17466,17487,17854,19388,22734,23071,23418,23117,20431,20306,19505,19924,20411,21356,20502,20284,19838,18647,17903,17302,15735,16608,17109,18021,18514,18687,19106,19239,19039
16103,16752,16894,18713,20231,22238,22363,23389,23302,20692,20650,19453,19475,20077,21410,21008,20762,19496,17968,17987,17696,15676,16715,17423,17607,17973,19071,19497,19001,19192
16317,16754,16806,18658,20131,22248,22582,23466,23122,20610,20669,19385,19602,20397,21264,20484,20802,20061,18056,17537,17552,15968,16841,17223,17499,18156,19220,19325,18784,19294
16658,16852,16461,18286,20229,22736,22871,23173,22547,20470,21248,19951,19266,19634,21319,21184,20875,19534,18034,17936,17475,15627,16940,17487,17444,18052,19282,19261,18598,19382
16068,16843,17217,18734,19753,22025,22753,23713,23174,20442,20527,19493,19680,20229,21298,20807,20724,19619,18098,17950,17545,15715,16886,17315,17375,18112,19349,19430,18799,19139
16444,17345,17126,18136,19615,22409,22855,23575,23312,20553,20221,19196,19868,20696,21451,20376,20293,19855,18516,17828,17378,15971,16838,16780,17380,18773,19598,19003,18352,19069
16541,17633,16762,17424,19856,23370,23040,22782,22746,20852,20819,19362,19577,20401,21375,20470,20525,20013,18349,17633,17477,15978,16623,16962,17826,18594,19061,19045,18668,19046
16863,17274,16580,17973,19960,22781,22998,23272,22726,20511,20869,19577,19585,20289,21234,20457,20769,20181,18156,17347,17433,16265,16986,16798,17230,18610,19697,19063,18161,19167
16545,17592,17002,17833,19684,22762,22953,23298,23035,20587,20525,19458,19760,20280,21246,20701,20717,19787,18112,17678,17567,16149,16887,16750,17217,18621,19743,19245,18255,18825
17132,16732,16135,18392,20419,22482,22600,23446,23043,20506,20672,19394,19581,20565,21480,20291,20381,20057,18456,17763,17444,15770,16625,17082,17752,18711,19305,18623,18222,19752
15727,17262,17481,18148,19567,22769,22972,22867,22758,21246,21223,18911,18795,20498,22138,20769,20160,19631,18296,17780,17640,16071,16640,16908,17673,18383,19021,19406,19155,18917
16236,17292,17010,18244,19831,22482,22967,23414,22645,20506,21240,19605,18970,20114,21893,20761,20243,19851,18515,17663,17179,15877,17155,17375,17238,17857,19399,19788,18727,18735
16168,17295,17125,18166,19853,22669,22696,23116,23151,20842,20592,19351,19655,20204,21253,20809,20760,19784,18209,17624,17205,16060,17396,17114,16859,18095,19722,19637,18602,18800
15796,17657,17479,18014,19579,22553,22817,23339,23146,20766,20649,19131,19378,20660,21750,20302,20257,20199,18439,17314,17392,16324,16880,16892,17476,18178,19187,19789,19023,18445
16203,17126,16999,18188,19877,22614,22799,23317,23042,20583,20609,19452,19685,20407,21309,20374,20569,20228,18401,17346,17247,16197,17000,16943,17481,18429,19169,19191,18857,19172
16219,17253,17221,18027,19500,22724,23142,23238,22855,20709,20690,19274,19550,20499,21604,20550,20173,19728,18732,18010,17092,15644,17026,17195,17439,18450,19308,19090,18697,19174
16718,17593,16695,17974,19945,22458,22905,23766,22814,20020,20949,19985,19264,19947,21700,20762,20371,19938,18315,17472,17531,16250,16756,16816,17452,18438,19534,19442,18299,18703
16773,17319,16714,17987,19875,22690,22905,23343,23016,20575,20499,19372,19878,20500,21073,20405,20892,20027,17928,17592,17816,16107,16547,16783,17571,18731,19521,18972,18238,19162
16040,17058,17028,18240,19931,22609,22718,23295,23119,20601,20548,19457,19709,20355,21355,20516,20445,19938,18551,17806,17168,15625,16920,17498,17729,18029,18837,19374,19149,19166
16171,17567,17315,17772,19334,22841,23335,23324,22763,20438,20537,19610,20003,20262,20934,20588,20877,19854,18163,17853,17454,15695,16835,17307,17537,18208,19250,19398,18738,18848
16508,17363,16690,18074,20096,22567,22685,23476,23080,20421,20620,19526,19641,20419,21349,20356,20608,20156,18203,17537,17612,15926,16567,17232,17813,18148,19073,19474,18701,18888
17002,17007,16270,18300,20479,22534,22352,23306,23294,20689,20572,19345,19576,20378,21395,20593,20685,19912,18030,17575,17725,16191,16680,16734,17428,18725,19629,18941,18130,19336
16061,16987,17404,18432,19527,22413,22856,23263,23256,20926,20326,19058,19887,20497,21144,20755,20847,19541,17971,17964,17651,15926,16882,16874,17227,18622,19588,19061,18620,19244
16320,17354,17069,18373,19794,22086,22727,23932,23278,20142,20368,19635,19743,20350,21491,20510,20249,19901,18711,17822,16994,15673,17268,17470,17119,17872,19588,19783,18526,18661
15996,16989,17369,18418,19502,22353,23026,23513,23013,20482,20488,19540,19888,20192,21043,20789,20911,19676,18007,17869,17595,15842,16813,17102,17478,18396,19255,19175,18862,19228
16260,17156,16857,18148,20075,22744,22704,23159,22903,20567,20921,19805,19451,19768,21219,21024,21011,19864,17826,17330,17662,16430,16883,16754,17387,18437,19291,19306,18797,19074
16156,17439,17303,17808,19433,23059,23287,22828,22539,21010,21115,19256,19238,20256,21585,20818,20530,19705,18270,17706,17359,16104,17085,16854,17172,18519,19549,19239,18625,18966
16630,17268,16736,18051,19962,22454,22690,23777,23344,20084,20183,19722,19977,20393,21337,20320,20317,20183,18563,17430,17411,16310,16577,16482,17842,19109,19156,18634,18521,19349
16544,16312,16465,18821,20358,22266,22585,23528,23009,20286,20642,19920,19916,19871,20762,20831,21239,19871,17867,17715,17537,15727,16867,17414,17589,18217,19081,18936,18788,19851
16151,17562,17185,17815,19656,22929,23026,23107,22802,20583,20835,19734,19542,19894,21331,20945,20600,19781,18475,17604,16930,16037,17554,17160,16857,18066,19645,19670,18658,18678
16244,17340,16970,18108,19992,22486,22475,23584,23608,20354,19934,19492,20224,20561,21105,20154,20415,20361,18759,17353,16886,16102,17247,17049,17340,18324,19261,19341,18786,18954
16772,17177,16419,18173,20430,22615,22319,23250,23353,20743,20560,19286,19492,20427,21571,20575,20475,19887,18195,17638,17670,16100,16603,16851,17617,18578,19373,19116,18399,19148
16220,17283,17101,18118,19717,22579,22882,23400,23156,20562,20272,19324,20161,20675,20825,20066,20961,20451,18129,17274,17409,16134,16935,17082,17453,18260,19266,19377,18759,18981
16518,16596,16671,18937,20430,21900,22034,23712,23754,20530,20217,19432,19775,20205,21207,20807,21007,19871,17616,17274,18036,16763,16616,16159,17327,19077,19638,18795,18403,19507
16685,16960,16660,18525,20236,22222,22299,23525,23624,20711,20133,19064,19921,20811,21264,20151,20599,20275,18271,17305,17396,16380,17039,16638,17116,18709,19784,19042,18219,19249
16331,16706,16952,18592,19936,22248,22566,23561,23534,20538,19925,19323,20399,20550,20696,20403,21064,19957,17963,17739,17654,15903,16680,16971,17621,18677,19227,18785,18696,19610
16400,16830,16738,18551,20273,22427,22398,23217,23223,20818,20736,19378,19422,20144,21407,20867,20803,19795,17961,17502,17581,16288,17001,16810,17177,18455,19552,19220,18577,19265
16345,17425,17169,18126,19518,22511,23215,23473,22656,20416,20895,19672,19588,20081,21141,20780,20979,19840,17923,17633,17531,15986,17098,17196,17019,18035,19770,19704,18399,18687
16340,16703,16890,18740,19986,22032,22654,23834,23251,20177,20311,19752,20090,20175,20803,20569,21126,20053,17883,17505,17623,16053,16825,17062,17467,18372,19298,19128,18698,19410
16688,17568,17051,17924,19402,22411,23253,23849,22958,20152,20376,19476,19883,20676,21409,20210,20274,20006,18542,17828,17465,15855,16611,16875,17613,18772,19542,18982,18181,18980
16233,16880,16954,18466,19847,22312,22939,23654,22830,20206,20814,19860,19567,19976,21295,20828,20726,19746,18113,17838,17629,15749,16585,17272,17844,18278,18933,19158,18938,19343
16059,17052,17218,18346,19738,22446,22805,23393,23079,20597,20661,19472,19519,20222,21477,20715,20540,19903,18266,17454,17417,16365,16955,16626,17363,18699,19328,19067,18823,19209
16774,16984,16535,18382,20207,22289,22501,23729,23409,20214,20184,19689,20065,20252,21053,20585,20737,19872,18209,17780,17517,15864,16742,17033,17545,18569,19418,18962,18352,19360
16429,16868,16723,18374,20067,22628,22815,23154,22850,20744,20788,19394,19727,20368,20989,20460,21027,20084,18023,17635,17414,15702,17014,17567,17396,17892,19262,19433,18723,19263
16471,16846,16385,18191,20497,22980,22569,22848,22778,20778,21093,19672,19376,19962,21276,20737,20772,20052,18321,17510,17097,15808,17207,17564,17451,17858,19010,19400,18943,19359
16133,17086,16877,18261,20077,22727,22785,23026,22713,20856,21157,19353,19237,20377,21418,20338,20758,20440,18173,17083,17283,16236,17151,17292,17338,17816,19143,19745,19004,18928
16128,17013,17136,18235,19679,22693,23053,23196,22796,20583,20721,19690,19814,19931,20951,20994,21003,19559,18092,18017,17313,15541,17140,17536,17276,17996,19304,19386,18840,19196
16836,16969,16313,18063,20353,22904,22635,23124,23041,20504,20517,19765,20004,20019,20866,20742,20907,19822,18303,17895,17165,15528,17106,17526,17412,18170,19313,19074,18477,19460
16690,17111,16560,18053,20207,22823,22576,23133,23211,20670,20440,19490,19873,20246,21121,20632,20728,19919,18287,17630,17303,16027,17028,16940,17329,18591,19472,18965,18423,19335
15960,17365,17339,17896,19507,22833,23111,23288,22881,20369,20553,19857,19961,19944,20894,20735,20989,20075,18100,17275,17373,16421,17014,16677,17421,18631,19174,19127,18971,19071
16548,17469,16783,18026,19908,22456,22801,23778,23239,20024,20099,19859,20415,20246,20564,20415,21186,20077,17903,17739,17701,15619,16583,17538,17750,17933,19171,19601,18595,18785
16303,17520,17010,18078,19843,22586,22815,23334,23055,20631,20527,19365,19917,20495,20873,20284,21146,20319,17873,17316,17512,16035,17091,17409,17129,17681,19572,20038,18582,18473
16758,16914,16447,18295,20230,22615,22759,23284,22810,20568,20954,19531,19395,20292,21463,20501,20533,20066,18375,17579,17288,15905,16976,17205,17435,18313,19364,19111,18460,19385
16523,17019,16759,18319,20042,22444,22679,23512,23144,20371,20499,19689,19842,20138,21055,20641,20940,20040,17963,17377,17631,16340,16800,16688,17434,18695,19421,18990,18514,19303
15871,17330,17420,18299,19617,22352,22855,23563,23033,20319,20701,19930,19603,19602,21127,21338,21166,19472,17546,17623,17969,16327,16721,16761,17345,18332,19391,19598,18882,18720
16204,17587,17087,17945,19874,22639,22564,23346,23476,20653,20193,19309,19875,20426,21361,20660,20457,19646,18370,18015,17454,15661,16767,17296,17567,18125,19250,19602,18747,18655
16553,17756,17073,17723,19475,22758,23279,23434,22699,20411,20769,19501,19613,20505,21399,20222,20443,20344,18525,17260,17113,16303,17245,16830,17018,18426,19821,19454,18222,18636
16404,17350,16672,18054,20246,22672,22485,23340,23266,20502,20455,19509,19788,20462,21290,20190,20446,20437,18675,17280,16901,16002,17291,17381,17324,17887,19227,19680,18779,18819
